60139	10
60394	10
54588	11
55233	11
55490	11
54181	11
54385	11
54382	11
55096	11
54235	11
54669	11
54602	11
54895	11
54666	11
54269	11
54619	11
54681	11
54886	11
54821	11
54642	11
55077	11
55273	11
53327	11
54559	11
54525	11
55060	11
53301	11
54744	11
54176	11
53354	11
54727	11
55231	11
53338	11
54405	11
54836	11
54699	11
54290	11
54264	11
54638	11
54212	11
54417	11
54410	11
54283	11
54624	11
54565	11
54190	11
83983	12
84199	12
83985	12
84304	12
83741	12
84240	12
84248	12
84241	12
83867	12
83447	12
83485	12
84299	12
84209	12
84434	12
84296	12
84570	12
83900	12
84182	12
83568	12
84342	12
83503	12
84568	12
84194	12
83974	12
83807	12
82786	12
83812	12
83885	12
83847	12
84144	12
84143	12
